Gender,Age,Occupation,Vintage,Avg_Account_Balance,Is_Lead
Male,58,Self_Employed,67,763691,1
Male,73,Other,79,4210198,0
Male,24,Other,15,1883960,0
Female,28,Salaried,19,705360,0
Female,30,Salaried,19,645570,0
Female,37,Self_Employed,13,689233,0
Female,30,Self_Employed,31,1046791,0
Male,55,Self_Employed,62,644244,0
Female,55,Self_Employed,129,1246685,0
Female,47,Self_Employed,55,983298,0
Female,42,Self_Employed,62,4022185,0
Male,46,Self_Employed,38,839083,0
Male,31,Salaried,25,939475,0
Male,41,Self_Employed,37,576159,1
Male,45,Self_Employed,123,1876262,1
Female,48,Other,87,842554,1
Female,50,Entrepreneur,93,887392,1
Female,28,Salaried,21,473399,0
Female,32,Salaried,21,1191006,0
Male,60,Self_Employed,110,1566044,0
Female,58,Self_Employed,50,1432739,0
Male,61,Self_Employed,51,1086031,0
Female,29,Salaried,27,954400,0
Female,29,Salaried,26,526052,0
Female,28,Salaried,26,779159,0
Male,83,Other,93,479950,1
Male,27,Salaried,25,425064,0
Female,83,Other,91,2818256,0
Female,28,Salaried,13,776934,0
Male,26,Self_Employed,14,1183441,0
Female,27,Other,13,721095,1
Male,56,Self_Employed,75,2186374,0
Male,35,Other,25,1568553,0
Male,33,Salaried,26,987472,0
Female,54,Salaried,117,2857985,1
Female,27,Other,26,536848,0
Female,67,Other,123,3649275,1
Male,73,Other,85,2708741,0
Male,54,Self_Employed,56,564998,0
Male,29,Other,20,449298,0
Female,43,Other,14,1033165,0
Male,37,Self_Employed,32,1307401,0
Male,52,Self_Employed,14,529016,0
Female,59,Self_Employed,93,372420,1
Female,46,Self_Employed,15,1021515,0
Male,28,Salaried,21,485423,0
Male,47,Self_Employed,61,844298,0
Male,59,Self_Employed,62,661198,0
Male,31,Salaried,15,879026,0
Male,27,Salaried,20,563823,1
Male,28,Salaried,27,890631,1
Female,32,Self_Employed,13,771541,0
Male,70,Other,85,2123166,1
Male,38,Other,25,2720703,0
Male,65,Other,127,956589,0
Male,46,Self_Employed,51,715533,0
Female,26,Other,20,442436,0
Male,59,Self_Employed,79,1849339,0
Male,50,Self_Employed,13,1763517,1
Female,33,Salaried,25,469074,0
Female,43,Self_Employed,14,599165,0
Female,44,Self_Employed,87,736635,1
Male,45,Self_Employed,13,559658,1
Female,28,Salaried,26,399111,0
Male,47,Self_Employed,109,482246,0
Male,52,Other,62,1071497,0
Female,39,Self_Employed,15,314312,1
Female,45,Other,31,410699,0
Female,82,Other,80,768016,0
Male,48,Self_Employed,98,1235613,1
Male,47,Other,62,380199,0
Male,49,Self_Employed,74,1730943,0
Female,50,Self_Employed,91,3907100,1
Female,28,Salaried,26,160992,0
Male,29,Salaried,15,736564,0
Female,60,Other,98,1435400,0
Female,48,Self_Employed,26,509818,0
Male,47,Self_Employed,67,641342,1
Female,37,Self_Employed,15,584009,1
Female,68,Other,43,528846,0
Male,45,Self_Employed,32,1427043,0
Male,45,Self_Employed,50,1390269,0
Female,34,Other,32,668754,0
Female,42,Entrepreneur,44,1622906,1
Male,46,Self_Employed,51,822733,0
Female,53,Self_Employed,37,790827,0
Male,67,Other,81,607905,0
Male,50,Self_Employed,13,854578,0
Male,29,Self_Employed,19,2198896,0
Male,31,Salaried,20,1019254,0
Male,47,Self_Employed,55,1571918,0
Male,30,Other,27,645846,0
Male,26,Other,14,343130,0
Female,43,Self_Employed,79,900733,1
Female,29,Other,31,849469,0
Male,28,Salaried,15,1011511,0
Male,37,Other,14,2730991,0
Male,48,Self_Employed,25,1093000,1
Female,30,Salaried,27,447652,0
Female,28,Other,21,1527765,0
Male,37,Self_Employed,13,1021097,0
Male,42,Other,31,408287,0
Male,45,Self_Employed,69,609730,0
Male,57,Self_Employed,129,443540,0
Male,47,Entrepreneur,25,1615180,1
Female,72,Other,32,707799,1
Male,50,Other,39,724095,0
Male,49,Self_Employed,92,579630,0
Male,47,Self_Employed,27,1164066,1
Male,47,Self_Employed,69,1264245,0
Female,71,Other,56,475544,0
Male,63,Salaried,99,2404432,1
Male,32,Self_Employed,25,354469,0
Male,52,Self_Employed,97,655307,1
Male,59,Self_Employed,86,724691,0
Male,27,Self_Employed,14,1212055,0
Female,50,Self_Employed,51,4597535,0
Female,38,Self_Employed,14,268504,1
Male,58,Self_Employed,62,542161,0
Female,37,Salaried,33,849398,1
Female,29,Other,20,2689143,0
Male,54,Self_Employed,121,1909085,1
Male,63,Other,110,1226428,0
Female,45,Self_Employed,87,1423065,0
Female,42,Other,31,618256,0
Female,45,Self_Employed,15,2009869,0
Male,44,Self_Employed,87,1311245,1
Male,29,Salaried,32,1442245,0
Female,50,Salaried,109,1059696,1
Male,39,Self_Employed,33,644128,0
Male,44,Self_Employed,15,486135,0
Female,30,Self_Employed,32,607060,0
Female,42,Other,9,538147,0
Male,70,Other,97,1390055,0
Female,56,Self_Employed,61,370017,0
Female,85,Other,85,466066,0
Female,27,Salaried,20,589865,0
Male,55,Salaried,110,1585810,0
Male,32,Salaried,31,304317,0
Female,37,Self_Employed,38,1066424,0
Female,45,Self_Employed,56,1881931,0
Male,32,Self_Employed,25,1237723,0
Female,36,Salaried,31,702192,0
Female,27,Other,21,640595,0
Female,58,Self_Employed,27,737276,0
Female,45,Self_Employed,27,1043667,0
Male,26,Other,14,653687,0
Male,45,Self_Employed,49,347473,1
Female,29,Salaried,32,573427,1
Female,29,Salaried,26,1527836,0
Male,47,Self_Employed,69,1381591,0
Female,30,Self_Employed,21,948651,0
Female,28,Self_Employed,25,401639,0
Female,49,Self_Employed,79,368691,0
Female,63,Other,20,313858,0
Male,65,Other,39,760816,0
Male,38,Self_Employed,13,605796,0
Female,45,Self_Employed,55,499387,1
Female,48,Entrepreneur,44,2629086,1
Female,28,Salaried,26,3820574,0
Female,49,Self_Employed,80,2283268,1
Female,47,Entrepreneur,32,3296827,0
Female,80,Other,127,1559271,0
Female,30,Salaried,19,946506,0
Female,28,Salaried,33,716236,0
Male,29,Salaried,31,1608141,0
Male,25,Other,21,1568669,0
Female,52,Self_Employed,26,597430,0
Female,27,Salaried,21,887232,0
Male,31,Salaried,31,597563,0
Male,28,Salaried,14,533501,0
Female,29,Salaried,27,1539352,0
Female,31,Salaried,19,627111,0
Male,50,Self_Employed,111,876427,0
Female,48,Self_Employed,98,869672,0
Male,24,Salaried,15,1031670,0
Female,51,Entrepreneur,73,3033440,1
Male,37,Salaried,26,625750,1
Female,29,Salaried,13,419261,0
Male,61,Self_Employed,86,1117306,1
Male,29,Self_Employed,32,1426972,0
Male,51,Other,85,1894498,1
Female,27,Salaried,15,813629,0
Male,28,Other,19,1361228,0
Female,52,Self_Employed,123,691699,0
Female,45,Self_Employed,62,918426,1
Male,57,Other,97,779195,1
Female,27,Salaried,14,1261877,0
Female,28,Salaried,25,285093,0
Female,36,Other,61,571415,0
Male,55,Self_Employed,44,405341,0
Female,50,Self_Employed,109,652779,1
Male,26,Salaried,21,1101437,0
Male,66,Other,31,436856,1
Male,53,Self_Employed,43,612800,0
Male,52,Self_Employed,39,767998,0
Female,34,Salaried,31,723249,0
Male,27,Salaried,25,3940715,0
Female,29,Salaried,32,369421,0
Male,38,Salaried,31,238422,1
Male,60,Other,32,313048,0
Male,29,Salaried,13,182289,0
Male,49,Self_Employed,37,804835,0
Female,50,Self_Employed,122,423079,0
Male,60,Self_Employed,51,969806,0
Male,37,Salaried,20,1663783,0
Male,64,Other,104,737863,0
Female,47,Self_Employed,104,598017,0
Female,51,Entrepreneur,97,1613516,0
Male,34,Other,25,730289,0
Female,48,Self_Employed,26,1258335,0
Female,32,Other,21,1245830,0
Male,49,Self_Employed,79,575616,1
Female,80,Other,99,1611959,1
Male,30,Salaried,13,1000475,0
Male,54,Other,50,628918,0
Male,60,Other,61,710923,0
Female,28,Salaried,27,901712,0
Male,51,Self_Employed,21,1373875,0
Male,33,Salaried,33,318851,0
Male,83,Other,62,503642,1
Male,28,Other,25,1915173,0
Male,37,Self_Employed,62,1073170,0
Male,27,Other,15,482673,0
Male,30,Salaried,21,1679341,0
Female,24,Salaried,15,828207,0
Male,50,Self_Employed,49,1056269,1
Female,42,Self_Employed,20,535780,0
Female,29,Other,19,1499124,0
Male,61,Self_Employed,115,1337830,0
Female,30,Salaried,19,543149,0
Male,70,Other,57,880121,0
Male,46,Other,63,1327114,0
Male,70,Other,116,1730320,0
Female,31,Salaried,21,1477230,1
Female,29,Other,27,938727,0
Female,53,Entrepreneur,111,1299489,1
Male,82,Other,56,651417,0
Male,46,Self_Employed,68,2574218,0
Female,29,Salaried,13,2696486,0
Male,51,Self_Employed,31,1336593,0
Female,48,Self_Employed,62,515185,0
Male,45,Self_Employed,51,1216363,0
Male,28,Salaried,20,614687,0
Male,60,Other,45,1663516,0
Male,31,Salaried,31,863282,0
Female,73,Other,38,1854875,0
Male,27,Salaried,26,1093961,0
Female,29,Salaried,20,7414269,1
Male,35,Salaried,31,386980,0
Female,35,Other,21,313404,0
Male,31,Salaried,25,425126,1
Female,27,Other,14,499761,0
Male,41,Self_Employed,38,891984,0
Male,80,Other,26,383020,1
Male,51,Other,39,984126,0
Male,76,Other,63,973864,0
Male,46,Self_Employed,51,780779,0
Male,60,Other,25,1068427,0
Male,46,Self_Employed,38,664999,0
Female,30,Other,32,522972,0
Female,58,Self_Employed,73,1149613,1
Male,44,Self_Employed,93,1068712,0
Male,26,Salaried,13,534534,0
Male,49,Entrepreneur,33,1494203,0
Male,53,Self_Employed,32,2948374,1
Male,32,Other,15,770846,0
Male,62,Other,62,1063790,0
Male,29,Salaried,21,701079,1
Female,82,Other,56,604674,0
Male,59,Other,87,1736888,1
Female,37,Salaried,32,1203351,0
Female,49,Self_Employed,62,382771,0
Female,30,Other,19,293753,0
Male,45,Other,91,981020,1
Female,31,Self_Employed,25,2400294,0
Female,29,Salaried,26,750056,0
Male,67,Other,85,727210,1
Female,52,Other,25,325001,0
Male,47,Self_Employed,37,774273,0
Female,30,Salaried,21,285707,0
Female,29,Salaried,32,727094,1
Female,51,Self_Employed,19,2067185,1
Female,41,Self_Employed,15,507175,1
Male,73,Other,86,1596962,1
Female,75,Other,79,442623,1
Male,54,Self_Employed,121,668897,0
Female,49,Other,13,750367,1
Female,29,Salaried,33,403953,0
Male,28,Other,33,825831,0
Male,34,Salaried,67,2019819,1
Male,42,Self_Employed,39,997672,0
Female,41,Self_Employed,31,2724405,0
Male,65,Other,61,196503,0
Female,29,Other,32,394198,0
Female,26,Salaried,15,1570511,0
Female,47,Self_Employed,62,1881077,0
Female,39,Other,55,814341,1
Male,75,Other,61,980174,0
Male,66,Other,117,2260404,0
Female,36,Salaried,19,528019,0
Female,25,Salaried,19,796024,0
Female,32,Salaried,33,618621,0
Male,32,Other,20,479781,0
Male,83,Other,103,456819,0
Female,34,Salaried,13,441190,1
Male,39,Other,9,1056038,1
Male,56,Self_Employed,44,772137,0
Female,45,Self_Employed,13,1170207,0
Male,29,Salaried,32,1027451,0
Female,45,Other,43,1417841,0
Male,59,Self_Employed,38,942901,0
Male,83,Other,68,1465020,0
Male,37,Salaried,33,295275,0
Female,31,Other,27,1021835,0
Female,30,Salaried,31,602743,0
Female,25,Salaried,15,885594,0
Male,27,Salaried,21,1133877,1
Female,35,Salaried,21,461438,0
Female,30,Salaried,20,611376,0
Female,25,Salaried,14,487755,0
Male,60,Other,51,1743554,0
Female,50,Other,92,389472,0
Female,29,Salaried,31,799291,1
Male,30,Salaried,31,588770,0
Male,50,Self_Employed,99,299867,1
Female,29,Salaried,27,1093356,0
Female,43,Other,7,935906,0
Female,28,Salaried,19,1999607,0
Female,59,Self_Employed,98,1167866,0
Male,54,Self_Employed,111,1079774,0
Male,41,Self_Employed,45,511625,1
Female,25,Self_Employed,14,2322633,0
Female,27,Salaried,20,2244766,0
Female,28,Salaried,21,868791,0
Male,43,Other,20,950680,0
Male,51,Self_Employed,105,667829,1
Male,55,Self_Employed,32,179664,1
Male,27,Salaried,20,699442,0
Male,31,Other,31,880672,0
Female,30,Salaried,33,871229,0
Male,29,Other,31,706090,0
Male,63,Other,81,1074701,0
Male,46,Self_Employed,7,878581,1
Female,39,Salaried,25,451247,1
Female,25,Other,19,424423,0
Male,46,Other,26,1573190,0
Female,32,Salaried,20,2934668,0
Female,27,Salaried,14,1145688,0
Female,45,Self_Employed,43,491404,0
Male,45,Self_Employed,74,955210,0
Female,29,Salaried,31,790720,0
Female,27,Salaried,21,1149034,0
Female,30,Salaried,32,269198,0
Female,26,Other,19,634703,0
Male,30,Self_Employed,7,820152,1
Male,69,Other,104,4433597,0
Female,65,Other,68,1181234,1
Male,33,Salaried,26,1637858,0
Female,39,Self_Employed,51,824442,0
Male,30,Salaried,15,795642,0
Female,39,Self_Employed,25,1637564,0
Female,42,Self_Employed,62,471673,0
Male,50,Self_Employed,110,2480732,1
Female,63,Other,105,352938,0
Male,31,Other,20,601684,0
Female,46,Self_Employed,55,1937369,0
Female,51,Self_Employed,67,722315,0
Female,34,Self_Employed,15,399903,0
Male,56,Other,61,386758,1
Male,47,Self_Employed,105,1637697,0
Male,31,Self_Employed,26,1249115,0
Female,42,Self_Employed,92,660264,1
Male,66,Other,98,765880,0
Female,28,Salaried,25,876018,0
Male,51,Self_Employed,74,611519,1
Male,25,Salaried,19,695321,0
Male,66,Other,87,629132,0
Male,49,Self_Employed,91,390834,0
Male,50,Self_Employed,110,417312,1
Male,49,Self_Employed,63,1323527,1
Male,45,Self_Employed,86,551737,1
Male,45,Self_Employed,87,567197,0
Male,28,Other,33,1861399,0
Male,27,Salaried,19,854124,0
Female,41,Self_Employed,57,1372513,0
Male,31,Other,33,1360418,0
Female,64,Other,105,1743162,0
Male,63,Other,50,788602,0
Male,54,Self_Employed,75,2984988,0
Male,43,Self_Employed,73,658875,0
Male,28,Self_Employed,14,583297,0
Female,53,Self_Employed,26,1158254,0
Female,46,Other,49,834980,1
Male,69,Other,38,5377575,0
Female,64,Other,26,1870059,1
Female,52,Self_Employed,99,614794,0
Female,51,Self_Employed,80,2047587,1
Male,28,Salaried,15,1041825,1
Male,37,Salaried,27,2321493,0
Female,31,Self_Employed,20,592001,0
Female,25,Salaried,15,595757,0
Female,31,Self_Employed,27,290140,1
Female,28,Salaried,33,2030357,0
Male,45,Self_Employed,103,786181,0
Male,31,Salaried,21,752414,0
Female,57,Self_Employed,111,788753,0
Female,26,Salaried,20,669048,0
Male,63,Other,92,2631204,0
Male,50,Self_Employed,51,2849548,0
Male,60,Self_Employed,128,2634408,1
Male,58,Self_Employed,122,719467,0
Female,32,Other,26,1188995,0
Male,57,Self_Employed,97,676159,1
Female,83,Other,91,599432,0
Male,56,Self_Employed,26,464517,0
Female,85,Other,45,1648742,0
Male,55,Self_Employed,97,511803,0
Male,57,Self_Employed,39,667695,0
Male,49,Self_Employed,19,1044886,1
Male,85,Other,98,379852,0
Male,52,Self_Employed,116,300090,0
Female,28,Self_Employed,13,379113,0
Male,64,Other,68,284381,0
Female,56,Self_Employed,74,555119,1
Male,43,Self_Employed,109,1185542,0
Male,47,Self_Employed,21,620241,1
Male,29,Salaried,31,1496312,0
Female,48,Self_Employed,97,1069219,1
Female,68,Other,81,784472,1
Male,52,Self_Employed,57,819725,0
Female,51,Self_Employed,14,358091,0
Female,46,Other,62,1939701,1
Female,59,Self_Employed,14,654675,0
Male,57,Salaried,115,1645841,1
Female,28,Other,27,763246,0
Male,52,Self_Employed,75,709383,0
Female,30,Salaried,20,1808773,0
Male,43,Self_Employed,80,1003305,0
Male,49,Self_Employed,55,732879,0
Male,50,Self_Employed,37,1037775,0
Female,56,Other,50,1053679,0
Male,49,Self_Employed,19,600002,0
Female,49,Self_Employed,26,407566,0
Male,29,Salaried,31,1219122,1
Female,30,Salaried,31,2067238,0
Female,42,Self_Employed,74,1335863,0
Female,71,Other,14,1173616,0
Female,37,Self_Employed,61,547172,1
Female,33,Salaried,15,628357,1
Female,28,Salaried,13,917963,0
Male,34,Salaried,25,537337,0
Female,32,Salaried,32,454985,0
Female,29,Salaried,13,1778718,0
Female,28,Other,20,644039,0
Female,27,Other,13,2117212,0
Female,27,Other,20,973579,0
Female,71,Other,32,499770,0
Female,76,Other,63,401212,0
Female,27,Salaried,27,880450,0
Male,35,Self_Employed,32,2095175,0
Male,27,Salaried,26,1139173,0
Male,43,Self_Employed,8,474565,1
Female,28,Other,21,502111,0
Female,34,Salaried,15,1350201,0
Female,34,Salaried,27,357726,0
Male,37,Other,26,672252,0
Female,26,Salaried,20,316225,0
Female,66,Other,80,2630857,1
Male,27,Salaried,33,890640,0
Male,42,Self_Employed,15,662240,0
Female,27,Salaried,14,4748675,0
Female,26,Salaried,19,1076188,0
Male,26,Salaried,14,793435,0
Male,43,Other,14,382246,1
Male,55,Self_Employed,85,991735,0
Female,24,Salaried,13,801649,0
Female,51,Self_Employed,68,1038879,0
Male,43,Self_Employed,98,1157106,0
Male,47,Self_Employed,37,1023980,0
Male,42,Self_Employed,15,491796,0
Female,26,Self_Employed,15,679488,0
Female,38,Self_Employed,20,530956,1
Female,46,Self_Employed,13,3641052,0
Male,58,Self_Employed,86,1338132,0
Male,82,Other,20,1598689,0
Female,40,Self_Employed,69,642037,1
Male,45,Other,27,652200,0
Male,28,Other,33,1354936,0
Female,51,Self_Employed,49,1041807,0
Female,27,Self_Employed,27,702147,0
Male,54,Self_Employed,97,662889,0
Male,48,Self_Employed,69,662249,1
Female,52,Self_Employed,79,2912177,1
Female,47,Self_Employed,20,1706308,0
Female,40,Self_Employed,26,597118,0
Male,55,Self_Employed,75,1168267,0
Female,53,Other,92,746149,0
Female,28,Salaried,21,375099,0
Male,54,Salaried,55,1134331,1
Male,58,Self_Employed,37,1881824,0
Male,45,Self_Employed,19,1179241,0
Female,41,Self_Employed,27,482451,0
Male,27,Other,21,1478939,0
Female,35,Salaried,27,561803,0
Male,69,Other,33,361607,0
Male,30,Self_Employed,15,1047672,0
Male,46,Self_Employed,105,550838,0
Female,27,Salaried,21,538343,0
Male,47,Self_Employed,33,1145278,1
Male,63,Other,61,352359,0
Female,56,Self_Employed,111,1621722,0
Male,37,Self_Employed,26,1895949,0
Male,51,Self_Employed,49,587319,0
Female,60,Other,69,2120460,1
Male,33,Salaried,32,3159277,0
Male,63,Other,127,1515741,1
Male,74,Other,92,1425352,1
Male,48,Self_Employed,87,415024,0
Female,30,Salaried,19,2642258,0
Male,27,Salaried,26,699958,0
Female,28,Salaried,31,751898,0
Male,26,Salaried,13,676702,0
Female,28,Salaried,26,496513,0
Male,52,Self_Employed,97,891459,1
Male,53,Other,39,820944,0
Female,55,Self_Employed,31,1109563,0
Male,48,Salaried,25,2338572,1
Male,54,Self_Employed,92,998019,1
Male,44,Entrepreneur,63,2745561,0
Female,46,Self_Employed,21,1133521,1
Male,53,Self_Employed,51,466707,0
Male,27,Other,32,1293401,0
Female,26,Other,14,775074,0
Male,32,Salaried,27,644288,0
Male,73,Other,14,972227,1
Male,42,Self_Employed,62,1580488,0
Male,29,Salaried,25,278205,0
Male,41,Other,21,907150,1
Female,85,Other,91,437648,1
Female,25,Salaried,19,2456667,1
Male,29,Salaried,15,596789,0
Female,42,Self_Employed,105,1708114,1
Female,28,Salaried,25,419492,0
Female,42,Self_Employed,51,1425023,0
Male,45,Self_Employed,31,654862,0
Male,36,Salaried,26,1330220,1
Male,42,Other,63,487497,0
Male,79,Other,97,1215268,0
Female,46,Self_Employed,15,513040,1
Male,53,Self_Employed,63,362212,0
Male,25,Salaried,15,510441,0
Male,60,Self_Employed,104,1707918,1
Male,40,Self_Employed,26,628366,0
Male,65,Other,79,808671,0
Female,26,Salaried,21,633430,0
Male,73,Other,67,849327,1
Female,44,Self_Employed,110,3885490,0
Male,44,Self_Employed,91,2284434,0
Male,50,Self_Employed,69,517339,1
Male,34,Salaried,31,870615,0
Male,75,Other,50,3121728,0
Male,40,Self_Employed,14,744253,0
Female,79,Other,75,436820,1
Male,44,Self_Employed,63,587480,0
Female,32,Salaried,33,1063977,0
Female,49,Salaried,31,1982012,1
Male,45,Self_Employed,79,507851,1
Male,38,Self_Employed,26,771994,1
Male,70,Other,98,2920526,0
Female,26,Salaried,15,957924,0
Male,42,Self_Employed,32,1219629,1
Male,52,Other,37,700296,0
Female,75,Other,91,1215268,0
Female,31,Salaried,26,1471730,0
Female,30,Other,31,788121,0
Male,57,Other,115,2352875,1
Male,33,Salaried,13,1131341,0
Male,52,Self_Employed,25,805405,0
Female,43,Self_Employed,20,702655,0
Female,59,Self_Employed,79,1050137,0
Male,44,Self_Employed,86,533973,0
Female,54,Self_Employed,37,2082190,0
Female,42,Self_Employed,25,209194,1
Male,54,Self_Employed,92,858405,0
Male,28,Salaried,19,984215,0
Male,52,Self_Employed,25,834864,0
Male,49,Self_Employed,51,3867014,0
Male,58,Self_Employed,37,826747,1
Male,28,Salaried,19,732728,0
Female,47,Self_Employed,8,1763570,1
Male,72,Other,55,617037,0
Male,30,Salaried,33,914786,0
Male,27,Other,13,676106,0
Female,25,Salaried,14,869013,0
Male,26,Salaried,25,710967,0
Male,29,Self_Employed,27,1349240,0
Female,82,Other,38,869280,1
Male,34,Salaried,32,971070,1
Male,57,Self_Employed,14,1196774,1
Male,59,Self_Employed,99,520578,0
Female,37,Self_Employed,14,506418,1
Female,29,Salaried,32,1029534,0
Female,48,Self_Employed,79,1478521,0
Male,40,Self_Employed,37,1084447,0
Male,43,Self_Employed,63,430893,0
Female,73,Other,92,1453316,0
Male,30,Other,27,371049,0
Male,78,Other,109,3347103,0
Female,25,Other,14,376478,0
Female,61,Self_Employed,61,725510,0
Female,34,Salaried,31,682977,0
Female,55,Self_Employed,51,3244103,0
Female,65,Other,91,819601,0
Male,45,Self_Employed,39,299645,1
Male,28,Other,27,1323403,0
Male,30,Other,32,2263367,0
Male,31,Other,31,1986809,0
Male,30,Salaried,31,2336347,0
Female,38,Self_Employed,31,550206,0
Female,26,Salaried,19,7138734,0
Male,26,Salaried,19,954169,0
Male,39,Self_Employed,91,773454,0
Female,55,Self_Employed,92,1144086,0
Male,55,Other,79,361135,1
Female,31,Other,25,677112,0
Female,32,Salaried,21,2242230,1
Male,58,Self_Employed,103,749415,1
Female,32,Self_Employed,37,3724124,0
Female,33,Salaried,27,647021,0
Male,72,Other,67,1164680,0
Male,51,Self_Employed,75,596291,0
Male,31,Salaried,26,1177870,0
Male,65,Other,121,1149844,0
Male,79,Other,9,631775,0
Male,29,Salaried,32,1406885,0
Male,43,Self_Employed,37,983868,0
Female,26,Salaried,14,655013,0
Male,32,Salaried,32,1479518,0
Female,38,Self_Employed,93,2097062,0
Female,28,Self_Employed,20,2577626,0
Male,51,Self_Employed,109,1950435,1
Male,54,Self_Employed,21,599477,1
Female,26,Salaried,14,336749,0
Female,33,Self_Employed,27,2016312,0
Male,33,Salaried,32,709614,0
Male,52,Self_Employed,19,340122,0
Female,29,Salaried,33,1324773,1
Male,33,Salaried,31,393495,0
Male,65,Other,21,648009,0
Female,66,Other,39,3158396,0
Male,26,Salaried,14,1525842,0
Female,30,Salaried,14,632487,0
Female,27,Self_Employed,19,307130,0
Female,45,Self_Employed,86,699557,1
Female,36,Other,32,637088,0
Female,29,Self_Employed,26,696887,0
Male,28,Salaried,14,515416,0
Female,39,Other,27,1985857,1
Male,28,Salaried,37,1555114,0
Male,61,Self_Employed,93,1050208,1
Female,27,Salaried,33,305697,0
Female,32,Salaried,19,623133,0
Male,37,Salaried,19,1446445,0
Female,41,Self_Employed,13,693541,1
Female,59,Self_Employed,99,1823307,1
Male,45,Self_Employed,80,305394,0
Male,55,Self_Employed,92,857167,1
Male,42,Self_Employed,19,2375552,0
Female,33,Salaried,21,681473,0
Male,69,Other,37,2046065,0
Female,60,Self_Employed,44,887579,1
Male,39,Self_Employed,55,789875,0
Male,43,Self_Employed,15,328623,1
Male,59,Self_Employed,122,2042558,0
Male,33,Salaried,21,540052,0
Male,74,Other,49,912819,0
Male,78,Other,98,1296409,1
Female,53,Self_Employed,110,1223705,1
Male,46,Self_Employed,50,748846,0
Male,48,Other,79,1537937,0
Female,25,Salaried,19,730618,0
Male,28,Other,27,1122379,1
Male,29,Self_Employed,15,371486,0
Male,69,Other,14,1274631,0
Male,78,Other,31,4239399,0
Female,29,Other,25,181061,0
Female,48,Other,26,889768,0
Male,35,Self_Employed,61,659792,0
Male,52,Other,109,764821,0
Male,43,Self_Employed,80,852281,0
Male,37,Salaried,15,757754,0
Male,32,Self_Employed,13,609436,0
Male,55,Self_Employed,55,938451,0
Male,28,Salaried,19,1510160,1
Female,55,Self_Employed,51,616458,1
Female,34,Salaried,32,346494,0
Male,29,Salaried,19,1547959,0
Female,27,Salaried,15,534151,0
Female,37,Self_Employed,55,963736,0
Female,28,Salaried,26,1245697,1
Female,49,Self_Employed,27,2203533,0
Male,78,Other,43,1782242,1
Male,84,Other,61,1966401,0
Male,29,Salaried,26,813068,0
Male,31,Salaried,21,471281,0
Female,28,Salaried,27,1403209,0
Male,85,Other,85,1168071,0
Female,28,Salaried,14,674949,0
Female,41,Self_Employed,13,1229837,0
Female,29,Salaried,33,1001365,0
Female,58,Other,110,1650229,0
Female,45,Salaried,75,1751448,1
Male,74,Other,81,1837227,0
Male,55,Self_Employed,122,450206,0
Female,40,Self_Employed,26,682336,0
Male,66,Other,68,1078591,1
Male,36,Self_Employed,37,975742,0
Female,55,Self_Employed,111,2010990,1
Female,62,Other,15,671905,0
Male,59,Self_Employed,116,3865599,0
Male,56,Self_Employed,32,1351429,0
Male,48,Self_Employed,98,1982038,1
Male,47,Self_Employed,33,333109,1
Male,39,Other,14,308002,0
Male,42,Other,50,927264,1
Male,67,Other,122,1502364,1
Male,24,Salaried,15,640328,0
Male,78,Other,56,1607117,0
Male,50,Entrepreneur,121,1005299,0
Male,25,Other,21,905824,0
Male,34,Salaried,26,1477782,0
Female,30,Salaried,27,868969,0
Male,52,Self_Employed,116,1168036,1
Female,57,Self_Employed,75,3559555,0
Female,30,Other,26,1501661,0
Female,28,Salaried,27,342356,1
Male,53,Salaried,85,1024888,1
Male,51,Other,31,816299,0
Female,38,Self_Employed,57,1833889,0
Female,29,Salaried,32,599085,0
Female,42,Self_Employed,13,1887725,0
Female,47,Self_Employed,45,1870477,0
Male,32,Salaried,20,547643,0
Female,55,Self_Employed,69,567268,0
Male,49,Self_Employed,93,719075,1
Male,34,Salaried,33,197909,0
Male,26,Salaried,26,1594515,1
Male,40,Self_Employed,21,714892,0
Male,52,Self_Employed,21,1359777,0
Male,48,Self_Employed,85,1004525,1
Male,28,Salaried,26,1669301,0
Female,57,Self_Employed,73,1032337,1
Male,30,Salaried,32,708386,0
Male,66,Other,62,561456,1
Male,50,Other,98,2449271,0
Male,35,Salaried,31,527369,0
Female,55,Self_Employed,99,1114653,1
Female,27,Salaried,19,576978,0
Male,58,Self_Employed,85,1507553,1
Female,37,Self_Employed,31,825332,0
Female,45,Self_Employed,80,799727,0
Female,44,Self_Employed,68,1097699,1
Male,49,Self_Employed,20,2183739,0
Male,51,Self_Employed,51,1524543,0
Female,30,Salaried,31,767171,0
Female,36,Self_Employed,13,553562,1
Female,35,Salaried,31,668274,0
Female,30,Other,15,836297,0
Male,66,Other,67,1756735,1
Female,35,Salaried,21,372963,1
Female,26,Salaried,19,852869,0
Male,47,Self_Employed,55,1799001,0
Female,51,Self_Employed,69,501016,0
Male,81,Other,21,560700,0
Male,39,Salaried,14,1890039,0
Female,63,Other,49,1495912,0
Female,58,Self_Employed,79,807612,0
Male,50,Self_Employed,93,628028,0
Female,34,Salaried,27,610673,0
Male,50,Self_Employed,39,1140828,0
Female,27,Salaried,15,742544,0
Male,58,Self_Employed,128,1333549,0
Female,30,Salaried,31,223060,1
Female,60,Other,79,438271,0
Female,32,Salaried,26,951748,0
Male,45,Other,13,788673,0
